,System Idenfitier,Location,Managing Device,Device Type,Position,Variable Identifier
1676,VA,FS1,MGB02,CAV,D2613,AMPL_RSET
1677,VA,FS1,MGB02,CAV,D2613,AMPL_RD
1678,VA,FS1,MGB02,CAV,D2616,PHA_RSET
1679,VA,FS1,MGB02,CAV,D2616,PHA_RD
1680,VA,FS1,MGB02,CAV,D2616,AMPL_RSET
1681,VA,FS1,MGB02,CAV,D2616,AMPL_RD
1682,VA,FS1,BMS,DCH,D2640,I_RSET
1683,VA,FS1,BMS,DCH,D2640,I_RD
1684,VA,FS1,BMS,DCV,D2640,I_RSET
1685,VA,FS1,BMS,DCV,D2640,I_RD
1686,VA,FS1,BMS,QH,D2645,I_RSET
1687,VA,FS1,BMS,QH,D2645,I_RD
1688,VA,FS1,BMS,QV,D2654,I_RSET
1689,VA,FS1,BMS,QV,D2654,I_RD
1690,VA,FS1,BMS,DCH,D2662,I_RSET
1691,VA,FS1,BMS,DCH,D2662,I_RD
1692,VA,FS1,BMS,DCV,D2662,I_RSET
1693,VA,FS1,BMS,DCV,D2662,I_RD
1694,VA,FS1,BMS,BPM,D2665,X_RD
1695,VA,FS1,BMS,BPM,D2665,Y_RD
1696,VA,FS1,BMS,BPM,D2665,PHA_RD
1697,VA,FS1,BMS,BPM,D2665,ENG_RD
1698,VA,FS1,BMS,QH,D2666,I_RSET
1699,VA,FS1,BMS,QH,D2666,I_RD
1700,VA,FS1,BMS,QH,D2679,I_RSET
1701,VA,FS1,BMS,QH,D2679,I_RD
1702,VA,FS1,BMS,DCH,D2688,I_RSET
1703,VA,FS1,BMS,DCH,D2688,I_RD
1704,VA,FS1,BMS,DCV,D2688,I_RSET
1705,VA,FS1,BMS,DCV,D2688,I_RD
1706,VA,FS1,BMS,BPM,D2690,X_RD
1707,VA,FS1,BMS,BPM,D2690,Y_RD
1708,VA,FS1,BMS,BPM,D2690,PHA_RD
1709,VA,FS1,BMS,BPM,D2690,ENG_RD
1710,VA,FS1,BMS,QV,D2693,I_RSET
1711,VA,FS1,BMS,QV,D2693,I_RD
1712,VA,FS1,BMS,QH,D2698,I_RSET
1713,VA,FS1,BMS,QH,D2698,I_RD
1714,VA,FS1,BMS,BPM,D2702,X_RD
1715,VA,FS1,BMS,BPM,D2702,Y_RD
1716,VA,FS1,BMS,BPM,D2702,PHA_RD
1717,VA,FS1,BMS,BPM,D2702,ENG_RD
1718,VA,FS1,BMS,PM,D2703,XCEN_RD
1719,VA,FS1,BMS,PM,D2703,YCEN_RD
1720,VA,FS1,BMS,PM,D2703,XY_RD
1721,VA,FS1,BMS,PM,D2703,XRMS_RD
1722,VA,FS1,BMS,PM,D2703,YRMS_RD
1723,VA,FS1,BMS,PM,D2703,XYRMS_RD
1724,VA,FS1,BMS,PM,D2703,CXY_RD
1725,VA,SVR,,CHARGE,,
